 I WILL CALCULATE           47  RESONANCES   sigma = k*lambda - kp*lambda_p + (kp-k)*varpi
 pla  kp:k    a(Re)    e     i     w  ln      <R>      <R>-R_min  width(Re)  sigma_0       periods(?unit)      
 4    1  1  60.26553 0.000   5.1   0  60  3.6074E-02  2.4252E-02  4.1896E+00   0  60 300 999  2.041E-01  2.590E+00  2.590E+00  0.000E+00
 4    1  1  60.26553 0.020   5.1   0  60  3.7215E-02  2.5464E-02  4.1575E+00   0  60 300 999  1.628E-01  2.602E+00  2.592E+00  0.000E+00
 4    1  1  60.26553 0.040   5.1   0  60  3.6931E-02  2.5219E-02  4.1947E+00   0  60 300 999  1.685E-01  2.606E+00  2.586E+00  0.000E+00
 4    1  1  60.26553 0.060   5.1   0  60  3.5821E-02  2.4117E-02  4.1181E+00   0  60 299 999  2.242E-01  2.603E+00  2.633E+00  0.000E+00
 4    1  1  60.26553 0.080   5.1   0  60  3.4831E-02  2.3103E-02  3.9702E+00   0  60 299 999  3.456E-01  2.592E+00  2.613E+00  0.000E+00
 4    1  1  60.26553 0.100   5.1   0  60  3.3944E-02  2.2160E-02  3.8783E+00 359  60 299 999  5.205E-01  2.575E+00  2.585E+00  0.000E+00
 4    1  1  60.26553 0.120   5.1   0  60  3.3144E-02  2.1272E-02  4.7256E+00 359  60 298 999  6.493E-01  2.549E+00  2.612E+00  0.000E+00
 4    1  1  60.26553 0.140   5.1   0  60  3.2415E-02  2.0425E-02  4.3880E+00 359  61 297 999  7.529E-01  2.578E+00  2.633E+00  0.000E+00
 4    1  1  60.26553 0.160   5.1   0  60  3.1746E-02  1.9607E-02  4.1121E+00 359  61 297 999  8.556E-01  2.538E+00  2.583E+00  0.000E+00
 4    1  1  60.26553 0.180   5.1   0  60  3.1129E-02  1.8809E-02  3.8581E+00 359  62 296 999  9.662E-01  2.554E+00  2.590E+00  0.000E+00
 4    1  1  60.26553 0.200   5.1   0  60  3.0555E-02  1.8023E-02  3.6414E+00 359  62 295 999  1.085E+00  2.500E+00  2.592E+00  0.000E+00
 4    1  1  60.26553 0.220   5.1   0  60  3.0020E-02  1.7247E-02  3.4300E+00 359  63 294 999  1.212E+00  2.504E+00  2.587E+00  0.000E+00
 4    1  1  60.26553 0.240   5.1   0  60  2.9517E-02  1.6473E-02  3.2514E+00 359  64 293 999  1.344E+00  2.503E+00  2.577E+00  0.000E+00
 4    1  1  60.26553 0.260   5.1   0  60  2.9043E-02  1.5698E-02  3.0989E+00   0  65 292 999  1.476E+00  2.496E+00  2.560E+00  0.000E+00
 4    1  1  60.26553 0.280   5.1   0  60  2.8596E-02  1.4921E-02  2.9575E+00   0  66 291 999  1.613E+00  2.483E+00  2.537E+00  0.000E+00
 4    1  1  60.26553 0.300   5.1   0  60  2.8171E-02  1.4140E-02  2.8131E+00   0  67 289 999  1.751E+00  2.466E+00  2.584E+00  0.000E+00
 4    1  1  60.26553 0.320   5.1   0  60  2.7766E-02  1.3353E-02  2.6761E+00   0  68 288 999  1.887E+00  2.442E+00  2.550E+00  0.000E+00
 4    1  1  60.26553 0.340   5.1   0  60  2.7380E-02  1.2558E-02  2.5911E+00   0  69 286 999  2.021E+00  2.413E+00  2.590E+00  0.000E+00
 4    1  1  60.26553 0.360   5.1   0  60  2.7010E-02  1.1755E-02  2.4700E+00   0  70 285 999  2.153E+00  2.378E+00  2.544E+00  0.000E+00
 4    1  1  60.26553 0.380   5.1   0  60  2.6656E-02  1.0946E-02  2.4021E+00   0  72 283 999  2.280E+00  2.419E+00  2.576E+00  0.000E+00
 4    1  1  60.26553 0.400   5.1   0  60  2.6315E-02  1.0128E-02  2.2926E+00   0  73 281 999  2.404E+00  2.374E+00  2.606E+00  0.000E+00
 4    1  1  60.26553 0.420   5.1   0  60  2.5987E-02  9.3034E-03  2.1850E+00   0  75 280 999  2.522E+00  2.409E+00  2.542E+00  0.000E+00
 4    1  1  60.26553 0.440   5.1   0  60  2.5670E-02  8.5562E-03  2.1408E+00   0  76 278 999  2.636E+00  2.353E+00  2.562E+00  0.000E+00
 4    1  1  60.26553 0.460   5.1   0  60  2.5364E-02  9.8016E-03  2.1416E+00   0  78 276 999  2.745E+00  2.381E+00  2.579E+00  0.000E+00
 4    1  1  60.26553 0.480   5.1   0  60  2.5067E-02  1.0897E-02  2.1965E+00   1  80 274 999  2.843E+00  2.407E+00  2.592E+00  0.000E+00
 4    1  1  60.26553 0.500   5.1   0  60  2.4780E-02  1.1859E-02  2.1947E+00   1  82 271 999  2.943E+00  2.430E+00  2.701E+00  0.000E+00
 4    1  1  60.26553 0.520   5.1   0  60  2.4501E-02  1.2703E-02  2.2456E+00   1  83 269 999  3.039E+00  2.351E+00  2.708E+00  0.000E+00
 4    1  1  60.26553 0.540   5.1   0  60  2.4230E-02  1.3440E-02  2.2409E+00   1  85 267 999  3.130E+00  2.365E+00  2.710E+00  0.000E+00
 4    1  1  60.26553 0.560   5.1   0  60  2.3966E-02  1.4081E-02  2.2875E+00   1  88 265 999  3.218E+00  2.480E+00  2.706E+00  0.000E+00
 4    1  1  60.26553 0.580   5.1   0  60  2.3709E-02  1.4636E-02  2.2796E+00   1  90 262 999  3.302E+00  2.488E+00  2.809E+00  0.000E+00
 4    1  1  60.26553 0.600   5.1   0  60  2.3459E-02  1.5111E-02  2.3215E+00   1  92 260 999  3.384E+00  2.492E+00  2.795E+00  0.000E+00
