 I WILL CALCULATE           50  RESONANCES   sigma = k*lambda - kp*lambda_p + (kp-k)*varpi
 pla  kp:k    a(Re)    e     i     w  ln      <R>      <R>-R_min  width(Re)  sigma_0       periods(?unit)      
 1    1  1  60.02291 0.000   0.0   0  60  4.2026E+00  3.0109E+00  2.1549E+01  60 300 999 999  2.567E-01  2.567E-01  0.000E+00  0.000E+00
 1    1  1  60.02291 0.020   0.0   0  60  4.2760E+00  3.0914E+00  2.1576E+01  60 299 999 999  2.579E-01  2.629E-01  0.000E+00  0.000E+00
 1    1  1  60.02291 0.040   0.0   0  60  4.2789E+00  3.0983E+00  2.1583E+01  60 299 999 999  2.584E-01  2.624E-01  0.000E+00  0.000E+00
 1    1  1  60.02291 0.060   0.0   0  60  4.1820E+00  3.0022E+00  2.1572E+01  60 299 999 999  2.581E-01  2.610E-01  0.000E+00  0.000E+00
 1    1  1  60.02291 0.080   0.0   0  60  4.0227E+00  2.8405E+00  2.1543E+01  60 299 999 999  2.570E-01  2.590E-01  0.000E+00  0.000E+00
 1    1  1  60.02291 0.100   0.0   0  60  3.8698E+00  2.6819E+00  2.1494E+01   0  60 298 999  3.086E-02  2.552E-01  2.623E-01  0.000E+00
 1    1  1  60.02291 0.120   0.0   0  60  3.7377E+00  2.5411E+00  2.1427E+01   0  61 298 999  4.062E-02  2.587E-01  2.586E-01  0.000E+00
 1    1  1  60.02291 0.140   0.0   0  60  3.6214E+00  2.4130E+00  2.1342E+01   0  61 297 999  5.167E-02  2.554E-01  2.606E-01  0.000E+00
 1    1  1  60.02291 0.160   0.0   0  60  3.5268E+00  2.3031E+00  2.1237E+01   0  61 296 999  6.378E-02  2.513E-01  2.619E-01  0.000E+00
 1    1  1  60.02291 0.180   0.0   0  60  3.4403E+00  2.1987E+00  2.1114E+01   0  62 296 999  7.676E-02  2.528E-01  2.560E-01  0.000E+00
 1    1  1  60.02291 0.200   0.0   0  60  3.3462E+00  2.0833E+00  2.0971E+01   0  63 295 999  9.043E-02  2.538E-01  2.559E-01  0.000E+00
 1    1  1  60.02291 0.220   0.0   0  60  3.2852E+00  1.9980E+00  2.0809E+01   0  63 294 999  1.046E-01  2.475E-01  2.553E-01  0.000E+00
 1    1  1  60.02291 0.240   0.0   0  60  3.2162E+00  1.9018E+00  2.0627E+01   0  64 293 999  1.192E-01  2.471E-01  2.540E-01  0.000E+00
 1    1  1  60.02291 0.260   0.0   0  60  3.1323E+00  1.7878E+00  2.0425E+01   0  65 291 999  1.340E-01  2.463E-01  2.595E-01  0.000E+00
 1    1  1  60.02291 0.280   0.0   0  60  3.0771E+00  1.6996E+00  2.0204E+01   0  66 290 999  1.489E-01  2.448E-01  2.571E-01  0.000E+00
 1    1  1  60.02291 0.300   0.0   0  60  3.0208E+00  1.6076E+00  1.9962E+01   0  67 289 999  1.637E-01  2.429E-01  2.540E-01  0.000E+00
 1    1  1  60.02291 0.320   0.0   0  60  2.9840E+00  1.5323E+00  1.9701E+01   0  68 287 999  1.783E-01  2.403E-01  2.583E-01  0.000E+00
 1    1  1  60.02291 0.340   0.0   0  60  2.9239E+00  1.4312E+00  1.9418E+01   0  69 286 999  1.926E-01  2.371E-01  2.541E-01  0.000E+00
 1    1  1  60.02291 0.360   0.0   0  60  2.8665E+00  1.3307E+00  1.9115E+01   0  71 284 999  2.066E-01  2.414E-01  2.577E-01  0.000E+00
 1    1  1  60.02291 0.380   0.0   0  60  2.8402E+00  1.2589E+00  1.8792E+01   0  72 283 999  2.201E-01  2.373E-01  2.522E-01  0.000E+00
 1    1  1  60.02291 0.400   0.0   0  60  2.7855E+00  1.1564E+00  1.8445E+01   0  74 281 999  2.332E-01  2.410E-01  2.549E-01  0.000E+00
 1    1  1  60.02291 0.420   0.0   0  60  2.7474E+00  1.0687E+00  1.8080E+01   0  75 279 999  2.457E-01  2.358E-01  2.573E-01  0.000E+00
 1    1  1  60.02291 0.440   0.0   0  60  2.7026E+00  9.7246E-01  1.7691E+01   0  77 277 999  2.576E-01  2.389E-01  2.594E-01  0.000E+00
 1    1  1  60.02291 0.460   0.0   0  60  2.6767E+00  1.0898E+00  1.8387E+01   0  78 275 999  2.691E-01  2.325E-01  2.611E-01  0.000E+00
 1    1  1  60.02291 0.480   0.0   0  60  2.6280E+00  1.1825E+00  1.9044E+01   1  80 273 999  2.793E-01  2.349E-01  2.624E-01  0.000E+00
 1    1  1  60.02291 0.500   0.0   0  60  2.6034E+00  1.2847E+00  1.9601E+01   1  82 271 999  2.897E-01  2.370E-01  2.633E-01  0.000E+00
 1    1  1  60.02291 0.520   0.0   0  60  2.5624E+00  1.3576E+00  2.0075E+01   1  84 269 999  2.996E-01  2.388E-01  2.638E-01  0.000E+00
 1    1  1  60.02291 0.540   0.0   0  60  2.5306E+00  1.4281E+00  2.0477E+01   1  86 267 999  3.091E-01  2.403E-01  2.637E-01  0.000E+00
 1    1  1  60.02291 0.560   0.0   0  60  2.5044E+00  1.4936E+00  2.0818E+01   1  88 264 999  3.182E-01  2.414E-01  2.743E-01  0.000E+00
 1    1  1  60.02291 0.580   0.0   0  60  2.4668E+00  1.5383E+00  2.1105E+01   1  90 262 999  3.269E-01  2.421E-01  2.734E-01  0.000E+00
 1    1  1  60.02291 0.600   0.0   0  60  2.4498E+00  1.5950E+00  2.1345E+01   1  92 259 999  3.353E-01  2.423E-01  2.837E-01  0.000E+00
 1    1  1  60.02291 0.620   0.0   0  60  2.4108E+00  1.6218E+00  2.1542E+01   1  95 256 999  3.434E-01  2.538E-01  2.941E-01  0.000E+00
 1    1  1  60.02291 0.640   0.0   0  60  2.3879E+00  1.6573E+00  2.1701E+01   2  97 254 999  3.506E-01  2.532E-01  2.915E-01  0.000E+00
 1    1  1  60.02291 0.660   0.0   0  60  2.3544E+00  1.6756E+00  2.1825E+01   2 100 251 999  3.584E-01  2.645E-01  3.011E-01  0.000E+00
 1    1  1  60.02291 0.680   0.0   0  60  2.3308E+00  1.6975E+00  2.1917E+01   2 102 248 999  3.660E-01  2.627E-01  3.106E-01  0.000E+00
 1    1  1  60.02291 0.700   0.0   0  60  2.3077E+00  1.7140E+00  2.1979E+01   2 105 245 999  3.736E-01  2.734E-01  3.197E-01  0.000E+00
